"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q1","Q2_First.Click","Q2_Last.Click","Q2_Page.Submit","Q2_Click.Count","Q3_1","Q4","Q5","Q6_First.Click","Q6_Last.Click","Q6_Page.Submit","Q6_Click.Count","Q7_2","Q7_26","Q7_27","Q7_3","Q7_4","Q7_5","Q7_7","Q7_8","Q7_11","Q7_12","Q7_DO_2","Q7_DO_26","Q7_DO_27","Q7_DO_3","Q7_DO_4","Q7_DO_5","Q7_DO_7","Q7_DO_8","Q7_DO_11","Q7_DO_12","Q8_First.Click","Q8_Last.Click","Q8_Page.Submit","Q8_Click.Count","Q9_5","Q9_6","Q9_9","Q9_10","Q10_First.Click","Q10_Last.Click","Q10_Page.Submit","Q10_Click.Count","Q11_5","Q11_2","Q11_3","Q11_4","Q12_First.Click","Q12_Last.Click","Q12_Page.Submit","Q12_Click.Count","Q13_1","Q13_2","Q13_3","Q13_4","Q14_First.Click","Q14_Last.Click","Q14_Page.Submit","Q14_Click.Count","Q15_1","Q15_5","Q15_3","Q15_4","Q16_First.Click","Q16_Last.Click","Q16_Page.Submit","Q16_Click.Count","Q18_First.Click","Q18_Last.Click","Q18_Page.Submit","Q18_Click.Count","Q23_1","Q24_First.Click","Q24_Last.Click","Q24_Page.Submit","Q24_Click.Count","Q26_1","Q27_First.Click","Q27_Last.Click","Q27_Page.Submit","Q27_Click.Count","Q32_1","Q33_First.Click","Q33_Last.Click","Q33_Page.Submit","Q33_Click.Count","Q38_1","Q39_First.Click","Q39_Last.Click","Q39_Page.Submit","Q39_Click.Count","Q44_1","Q45_First.Click","Q45_Last.Click","Q45_Page.Submit","Q45_Click.Count","Q46_1","Q47_1","Q48_First.Click","Q48_Last.Click","Q48_Page.Submit","Q48_Click.Count","Q49.1_1","Q49.1_2","Q49.1_3","Q49.1_4","Q49.1_5","Q49.1_6","Q49_DO_1","Q49_DO_2","Q49_DO_3","Q49_DO_4","Q49_DO_5","Q49_DO_6","Q50_First.Click","Q50_Last.Click","Q50_Page.Submit","Q50_Click.Count","Q51.1_1","Q51.1_2","Q51.1_3","Q51.1_4","Q51.1_5","Q52_First.Click","Q52_Last.Click","Q52_Page.Submit","Q52_Click.Count","Q53","Q54","Q55","Q56","Q57_First.Click","Q57_Last.Click","Q57_Page.Submit","Q57_Click.Count","Q58.1_1","Q58.1_2","Q58.1_3","Q58.1_4","Q58.1_5","Q58.1_6","Q59","Q60_First.Click","Q60_Last.Click","Q60_Page.Submit","Q60_Click.Count","Q61","Q62","Q63_First.Click","Q63_Last.Click","Q63_Page.Submit","Q63_Click.Count","Q64","Q65","Q66","Q84_First.Click","Q84_Last.Click","Q84_Page.Submit","Q84_Click.Count","Q67_5","Q67_6","Q67_9","Q67_10","Q68_First.Click","Q68_Last.Click","Q68_Page.Submit","Q68_Click.Count","Q69_5","Q69_2","Q69_3","Q69_4","Q70_First.Click","Q70_Last.Click","Q70_Page.Submit","Q70_Click.Count","Q71_1","Q71_2","Q71_3","Q71_4","Q72_First.Click","Q72_Last.Click","Q72_Page.Submit","Q72_Click.Count","Q73_1","Q73_5","Q73_3","Q73_4","Q74_First.Click","Q74_Last.Click","Q74_Page.Submit","Q74_Click.Count","Q75","Q76_First.Click","Q76_Last.Click","Q76_Page.Submit","Q76_Click.Count","opp","rid","RISN","Q_TotalDuration","gc","term","year","age_group","Q56...Topics","FL_37_DO_TopicISozialeGerechtigkeit.Pre.measurement.done12.","FL_37_DO_TopicIIInnereSicherheit.Pre.measurement.done12.","FL_37_DO_TopicIIIFlüchtlinge.Pre.measurement.done12.","FL_37_DO_TopicIVEuropa.Pre.measurement.done12.","FL_38_DO_TopicISozialeGerechtigkeit.Post.measurement.done12.","FL_38_DO_TopicIIInnereSicherheit.Post.measurement.done12.","FL_38_DO_TopicIIIFlüchtlinge.Post.measurement.done12.","FL_38_DO_TopicIVEuropa.Post.measurement.done12.","TopicISozialeGerechtigkeit.Storypost.done12._DO_Q22","TopicISozialeGerechtigkeit.Storypost.done12._DO_Q24","TopicISozialeGerechtigkeit.Storypost.done12._DO_Q20","TopicISozialeGerechtigkeit.Storypost.done12._DO_Q23","TopicISozialeGerechtigkeit.Storypost.done12._DO_Q19","TopicISozialeGerechtigkeit.Storypost.done12._DO_Q21","TopicIIInnereSicherheit.Storypost.done12._DO_Q32","TopicIIInnereSicherheit.Storypost.done12._DO_Q33","TopicIIInnereSicherheit.Storypost.done12._DO_Q31","TopicIIInnereSicherheit.Storypost.done12._DO_Q30","TopicIIInnereSicherheit.Storypost.done12._DO_Q29","TopicIIInnereSicherheit.Storypost.done12._DO_Q28","TopicIIIFlüchtlinge.Storypost.text.done12._DO_Q36","TopicIIIFlüchtlinge.Storypost.text.done12._DO_Q35","TopicIIIFlüchtlinge.Storypost.text.done12._DO_Q34","TopicIIIFlüchtlinge.Storypost.text.done12._DO_Q37","TopicIIIFlüchtlinge.Storypost.text.done12._DO_Q39","TopicIIIFlüchtlinge.Storypost.text.done12._DO_Q38","TopicIVEuropa.Storypost.text.done12._DO_Q42","TopicIVEuropa.Storypost.text.done12._DO_Q43","TopicIVEuropa.Storypost.text.done12._DO_Q45","TopicIVEuropa.Storypost.text.done12._DO_Q44","TopicIVEuropa.Storypost.text.done12._DO_Q41","TopicIVEuropa.Storypost.text.done12._DO_Q40"
"2017-09-19 17:53:11","2017-09-19 18:06:03","IP Address",100,772,"True","2017-09-19 18:06:03",NA,NA,NA,NA,48.766693115234,9.1833038330078,"anonymous","DE","Ich bin einverstanden.",NA,NA,NA,NA,1999,"weiblich","Haupt-/Volksschulabschluss",2.277,15.183,15.8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,9,1,8,4,10,6,3,2,12.322,26.912,27.423,26,10,7,10,NA,1.804,53.39,54.051,15,7,4,10,6,4.127,29.832,31.219,9,0,10,10,8,4.434,36.583,37.43,17,NA,NA,NA,NA,9.161,30.268,30.97,11,1.85,15.368,18.313,9,5,1.481,26.165,27.135,10,5,1.755,9.332,9.975,14,5,1.547,9.039,9.563,6,10,1.754,10.892,35.395,11,5,1.007,18.337,23.902,13,10,1,3.642,23.819,24.927,10,"","SPD","SPD","Die Linke","","FDP",6,4,3,2,5,1,2.683,29.075,30.006,18,"Parteivorsitzender der SPD","Parteivorsitzender der Linken","Bundesminister für Entwicklung","Präsident des Deutschen Bundestages","Bundespräsident",1.666,28.17,30.011,16,"Ja","keiner","unter 500 Euro",72336,2.701,17.111,21.111,17,"Wichtig","Wichtig","Wichtig","Wichtig","Eher unwichtig","Eher unwichtig","Einmal pro Woche oder weniger",35.847,68.449,69.784,29,"Ja","Mehrmals täglich",2.433,3.722,4.645,4,"Nein","","",NA,NA,NA,NA,7,7,10,3,9.62,29.621,31.201,12,10,0,10,6,6.531,34.408,35.164,17,0,10,10,8,4.223,20.22,21.107,13,NA,NA,NA,NA,3.332,9.287,9.89,11,"Ich habe die Erklärung gelesen.",1.521,8.575,90.069,15,"Qual951-1209Germany1","654392B1-529D-E711-813E-121EAC84731D",1238464,772,1,NA,NA,"",NA,3,4,1,2,1,2,4,3,NA,3,NA,2,1,NA,2,3,NA,NA,1,NA,NA,NA,1,NA,2,3,NA,NA,3,2,NA,1
"2017-09-19 17:54:48","2017-09-19 18:06:23","IP Address",100,694,"True","2017-09-19 18:06:24",NA,NA,NA,NA,53.085403442383,8.7463073730469,"anonymous","DE","Ich bin einverstanden.",NA,NA,NA,NA,1999,"weiblich","keinen",4.207,18.774,20.057,8,8,10,7,5,8,NA,NA,NA,NA,2,8,10,6,4,2,1,7,5,9,3,6.323,51.968,53.33,27,10,5,1,NA,7.4,22.677,23.251,10,2,7,8,9,10.481,24.826,25.819,12,8,9,1,0,5.625,23.135,24.386,10,NA,0,5,2,10.387,31.642,32.74,13,5.24,10.855,12.761,8,3,4.3,31.767,32.789,13,7,6.882,8.797,9.518,3,5,14.684,18.778,19.495,5,10,7.786,21.378,22.223,15,5,4.03,46.494,47.487,21,1,6,10.192,20.3,20.332,9,"CDU","CDU","Bündnis 90/Die Grünen","","","SPD",4,3,6,5,1,2,7.151,28.788,30.01,16,"","","Bundespräsident","Parteivorsitzender der SPD","",1.916,28.917,30.009,12,"Ja","einer anderen christlichen Religionsgemeinschaft","keine Angabe",NA,3.11,15.715,16.802,10,"Komplett unwichtig","Eher unwichtig","Sehr wichtig","Sehr wichtig","Wichtig","Wichtig","Einmal am Tag",7.194,30.121,30.991,26,"Nein","",NA,NA,NA,NA,"Ich weiß es noch nicht","Die Linke","",NA,NA,NA,NA,8,NA,0,NA,6.212,18.356,18.795,11,6,7,7,9,6.156,19.19,20.118,9,9,8,1,1,2.543,13.022,14.038,12,NA,0,5,0,6.342,24.319,25.098,11,"Ich habe die Erklärung gelesen.",2.801,60.845,61.851,40,"Qual951-1209Germany1","CE5B7FED-529D-E711-813E-121EAC84731D",1238464,694,1,NA,NA,"",NA,4,3,2,1,2,4,3,1,NA,3,NA,2,NA,1,2,3,1,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,3,2,NA,NA
"2017-09-19 17:59:38","2017-09-19 18:08:53","IP Address",100,554,"True","2017-09-19 18:08:53",NA,NA,NA,NA,51.050003051758,13.75,"anonymous","DE","Ich bin einverstanden.",NA,NA,NA,NA,1975,"weiblich","Fach-/Hochschulstudium",19.514,25.984,27.484,4,10,9,9,9,8,9,9,10,9,8,5,3,8,10,2,6,9,1,7,4,72.164,90.656,91.415,23,9,9,9,9,2.552,7.52,8.259,8,10,9,10,10,1.001,6.061,7.213,10,8,9,9,9,1.097,13.509,14.432,18,8,10,9,9,1.058,4.626,5.984,7,6.393,8.185,11.448,3,10,1.947,1.947,19.625,1,10,1.911,2.519,9.566,2,10,1.617,4.121,11.391,5,9,2.484,16.668,29.594,2,9,2.561,6.067,48.043,6,6,6,1.652,6.04,7.698,6,"CDU","Bündnis 90/Die Grünen","SPD","SPD","SPD","CDU",6,1,2,4,3,5,3.793,10.144,11.892,6,"Parteivorsitzender der Linken","Parteivorsitzender der SPD","Bundespräsident","Bundesminister für Entwicklung","Parteivorsitzender der SPD",1.345,27.942,29.462,14,"Nein","einer anderen christlichen Religionsgemeinschaft","1100 bis 1500 Euro",1324,1.711,11.326,15.919,4,"Sehr wichtig","Sehr wichtig","Sehr wichtig","Wichtig","Wichtig","Sehr wichtig","Einmal am Tag",1.504,7.114,8.419,7,"Ja","Einmal am Tag",1.49,1.49,2.724,1,"Nein","","",NA,NA,NA,NA,8,7,8,7,1.326,7.227,8.534,12,6,6,7,7,1.625,5.134,6.612,5,8,8,8,7,0.774,9.005,9.998,13,8,9,9,7,0.939,5.883,7.117,9,"Ich habe die Erklärung gelesen.",2.877,2.877,33.365,1,"Qual951-1209Germany1","14E21A9B-539D-E711-813E-121EAC84731D",1238464,554,1,NA,NA,"",NA,1,4,3,2,1,2,3,4,NA,3,NA,2,NA,1,2,3,NA,NA,1,NA,NA,NA,1,NA,2,3,NA,1,3,2,NA,NA
"2017-09-19 18:00:05","2017-09-19 18:11:01","IP Address",100,656,"True","2017-09-19 18:11:01",NA,NA,NA,NA,53.574996948242,10.034194946289,"anonymous","DE","Ich bin einverstanden.",NA,NA,NA,NA,1966,"weiblich","Haupt-/Volksschulabschluss",1.972,14.289,15.129,8,4,3,NA,3,NA,NA,NA,NA,2,NA,9,8,2,6,4,1,5,7,10,3,16.119,52.175,53.376,23,8,2,3,7,3.004,33.921,35.15,9,7,3,7,7,3.459,29.077,30.013,8,2,9,9,9,2.187,28.199,29.171,9,6,6,6,5,5.407,28.954,30.077,6,1.828,12.494,16.078,3,3,2.243,14.719,15.994,6,4,5.394,12.535,13.268,9,4,2.652,13.074,13.979,5,4,1.683,15.75,21.274,7,4,1.561,13.139,21.063,8,NA,3,1.919,29.009,30.189,9,"","","SPD","","","",6,5,1,4,2,3,11.517,27.476,30.016,6,"","","","","",8.989,21.732,30.009,7,"Ja","einer evangelischen Kirche","1100 bis 1500 Euro",21509,3.392,20.63,25.635,12,"Eher unwichtig","Eher unwichtig","Eher unwichtig","Wichtig","Wichtig","Wichtig","Mehrmals die Woche, aber nicht täglich",13.766,35.055,35.796,18,"Ja","Mehrmals die Woche",4.267,5.22,5.932,3,"Ja","SPD","",NA,NA,NA,NA,7,2,5,7,3.395,28.788,29.527,9,7,2,7,7,8.139,23.466,24.217,7,1,9,8,6,5.469,21.256,22.213,9,4,6,6,5,8.972,26.626,27.768,9,"Ich habe die Erklärung gelesen.",2.875,31.057,31.873,18,"Qual951-1209Germany1","E7F515AD-539D-E711-813E-121EAC84731D",1238464,656,1,NA,NA,"",NA,4,1,2,3,3,1,4,2,NA,3,NA,2,1,NA,2,3,NA,NA,NA,1,NA,NA,NA,1,2,3,NA,NA,3,2,1,NA
"2017-09-19 17:13:45","2017-09-19 18:11:35","IP Address",100,3469,"True","2017-09-19 18:11:36",NA,NA,NA,NA,52.500900268555,13.435592651367,"anonymous","DE","Ich bin einverstanden.",NA,NA,NA,NA,1988,"weiblich","allgemeine oder fachgebundene Hochschulreife (Abitur)",5.399,44.183,45.906,8,7,9,NA,6,7,NA,NA,7,NA,NA,5,1,4,2,9,7,3,6,8,10,27.89,60.34,61.177,22,7,1,2,NA,6.053,33.731,34.591,10,7,9,10,NA,2689.944,2713.401,2714.59,8,1,10,10,7,17.303,47.652,48.53,12,NA,5,6,NA,7.51,25.2,26.619,6,0,0,14.885,0,6,23.266,23.266,23.998,1,4,11.798,11.867,12.945,2,6,24.866,24.936,25.711,2,7,29.773,29.834,30.647,2,6,22.722,22.776,23.531,2,6,3,41.009,47.897,48.778,4,"","","","","","",2,5,1,3,6,4,0,0,30.009,0,"","","","","",0,0,23.151,0,"Ja","einer evangelischen Kirche","keine Angabe",3046,2.209,18.157,27.047,8,"Komplett unwichtig","Komplett unwichtig","Wichtig","Eher unwichtig","Sehr wichtig","Eher unwichtig","Einmal am Tag",12.735,32.725,34.758,14,"Ja","Mehrmals die Woche",17.091,17.106,19.32,2,"Ja","Keine Angabe","",NA,NA,NA,NA,7,1,1,NA,10.262,28.691,29.38,12,9,1,8,NA,7.545,21.339,22.573,10,0,8,9,NA,8.348,28.384,29.587,11,NA,4,8,NA,5.451,17.064,18.375,7,"Ich habe die Erklärung gelesen.",12.815,19.752,32.692,4,"Qual951-1209Germany1","8CA98233-4D9D-E711-813E-121EAC84731D",1238464,3469,1,NA,NA,"",NA,4,2,1,3,1,4,3,2,1,3,NA,2,NA,NA,2,3,1,NA,NA,NA,1,NA,NA,NA,2,3,NA,NA,3,2,NA,1
"2017-09-19 18:06:40","2017-09-19 18:11:46","IP Address",100,306,"True","2017-09-19 18:11:46",NA,NA,NA,NA,51.491302490234,6.7740936279297,"anonymous","DE","Ich bin einverstanden.",NA,NA,NA,NA,1999,"weiblich","allgemeine oder fachgebundene Hochschulreife (Abitur)",0.937,6.382,7.086,4,10,8,8,6,5,8,7,7,5,NA,3,2,1,4,8,9,10,7,5,6,5.165,19.138,19.603,17,6,3,6,8,1.452,8.333,8.626,8,6,4,6,8,1.715,7.322,7.941,6,7,6,4,2,1.796,6.951,7.983,6,0,0,4,1,1.684,5.569,6.337,5,1.477,2.899,11.309,4,5,1.423,13.584,16.088,8,10,3.795,5.513,8.969,2,8,2.326,7.36,8.831,5,8,4.927,21.217,22.437,8,7,2.718,2.718,22.745,1,5,9,2.826,5.652,5.936,3,"CDU","FDP","Die Linke","Bündnis 90/Die Grünen","AfD","SPD",2,5,1,4,6,3,2.537,7.622,8.608,6,"Präsident des Deutschen Bundestages","Bundesminister für Entwicklung","Bundespräsident","Parteivorsitzender der SPD","Parteivorsitzender der Linken",0.627,9.456,9.819,11,"Ja","der römisch-katholischen Kirche","unter 500 Euro",48361,1.09,7.066,12.412,4,"Eher unwichtig","Eher unwichtig","Wichtig","Eher unwichtig","Wichtig","Sehr wichtig","Mehrmals täglich",1.616,6.045,7.054,8,"Nein","",NA,NA,NA,NA,"Ja","Ich weiß es noch nicht","",NA,NA,NA,NA,6,3,6,8,2.216,6.602,7.11,6,6,4,6,8,1.899,7.012,7.273,6,7,6,4,1,2.421,7.573,8.165,5,0,0,3,1,1.506,9.424,10.534,6,"Ich habe die Erklärung gelesen.",2.477,2.477,38.44,1,"Qual951-1209Germany1","6C0A6B96-549D-E711-813E-121EAC84731D",1235713,306,1,NA,NA,"",NA,3,2,1,4,1,3,2,4,1,3,NA,2,NA,NA,2,3,NA,NA,1,NA,NA,1,NA,NA,2,3,1,NA,3,2,NA,NA
"2017-09-19 18:04:29","2017-09-19 18:12:26","IP Address",100,476,"True","2017-09-19 18:12:26",NA,NA,NA,NA,50.648498535156,11.004699707031,"anonymous","DE","Ich bin einverstanden.",NA,NA,NA,NA,1963,"weiblich","Fach-/Hochschulstudium",45.067,52.274,53.113,6,6,5,6,4,7,6,6,6,6,7,6,1,4,3,8,10,7,2,5,9,22.815,34.409,35.046,14,5,7,7,8,1.24,5.034,6.306,5,7,7,4,5,3.483,5.667,6.735,4,0,10,5,10,3.726,13.747,14.426,4,10,10,10,10,0.603,13.975,14.944,13,0,0,15.585,0,8,1.751,9.711,21.149,5,4,33.239,33.239,33.977,1,7,2.528,2.528,23.753,1,8,3.093,3.093,21.821,1,8,14.637,14.637,25.696,1,8,7,0.825,2.725,6.873,3,"CDU","CDU","Die Linke","Bündnis 90/Die Grünen","AfD","SPD",2,3,4,5,1,6,0.964,16.612,18.267,8,"Präsident des Deutschen Bundestages","Bundespräsident","Parteivorsitzender der Linken","Parteivorsitzender der SPD","Parteivorsitzender der SPD",1.196,8.298,9.198,12,"Ja","einer evangelischen Kirche","1500 bis 2000 Euro",NA,0.768,4.711,5.703,4,"Wichtig","Wichtig","Eher unwichtig","Eher unwichtig","Eher unwichtig","Eher unwichtig","Mehrmals täglich",1.16,3.743,5.944,7,"Ja","Mehrmals täglich",0.465,0.465,2.782,1,"Nein","","",NA,NA,NA,NA,7,7,8,8,0.606,2.812,5.646,4,7,7,7,7,1.073,4.719,5.692,6,6,8,6,6,0.936,5.088,5.958,7,7,7,8,8,0.971,3.071,5.473,4,"Ich habe die Erklärung gelesen.",2.753,2.753,32.791,1,"Qual951-1209Germany1","0795A048-549D-E711-813E-121EAC84731D",1238464,476,1,NA,NA,"",NA,1,2,4,3,2,1,4,3,1,3,NA,2,NA,NA,2,3,NA,1,NA,NA,1,NA,NA,NA,2,3,NA,NA,3,2,NA,1
"2017-09-19 18:09:23","2017-09-19 18:17:24","IP Address",100,481,"True","2017-09-19 18:17:25",NA,NA,NA,NA,52.12890625,14.511093139648,"anonymous","DE","Ich bin einverstanden.",NA,NA,NA,NA,1987,"weiblich","allgemeine oder fachgebundene Hochschulreife (Abitur)",1.114,14.272,14.857,9,10,10,7,10,10,9,9,5,9,5,8,3,9,10,7,1,2,4,6,5,5.11,37.027,37.468,23,8,7,9,8,8.697,28.59,29.601,12,10,7,9,7,4.182,30.455,31.08,11,9,8,9,8,6.426,16.992,17.534,20,8,8,1,8,2.631,9.473,10.207,7,1.251,10.724,11.497,4,8,1.374,15.71,16.206,24,8,3.947,12.102,12.871,11,8,3.108,7.948,8.647,7,7,1.172,19.377,21.016,24,7,0.072,3.053,23.226,6,8,7,4.957,8.164,8.928,5,"CDU","SPD","FDP","Die Linke","Die Linke","CDU",2,6,4,5,1,3,1.534,17.308,17.875,26,"Parteivorsitzender der SPD","Bundespräsident","Parteivorsitzender der Linken","Bundesminister für Entwicklung","Präsident des Deutschen Bundestages",2.974,27.704,28.095,25,"Ja","keiner","1100 bis 1500 Euro",12439,3.763,18.105,20.974,16,"Sehr wichtig","Wichtig","Sehr wichtig","Wichtig","Wichtig","Sehr wichtig","Mehrmals täglich",1.265,17.923,18.459,21,"Ja","Mehrmals täglich",2.426,2.444,3.008,2,"Ja","AfD","",NA,NA,NA,NA,8,8,8,8,4.494,11.313,11.871,11,8,10,7,7,1.875,7.82,8.433,14,7,8,NA,8,1.863,11.967,12.611,18,7,3,8,9,1.366,10.337,10.92,8,"Ich habe die Erklärung gelesen.",1.356,30.317,30.865,39,"Qual951-1209Germany1","BFC836F0-549D-E711-813E-121EAC84731D",1238464,481,1,NA,NA,"",NA,1,2,4,3,1,4,3,2,1,3,NA,2,NA,NA,2,3,NA,NA,NA,1,1,NA,NA,NA,2,3,NA,1,3,2,NA,NA
"2017-09-19 18:04:52","2017-09-19 18:17:34","IP Address",100,762,"True","2017-09-19 18:17:35",NA,NA,NA,NA,49.481094360352,8.435302734375,"anonymous","DE","Ich bin einverstanden.",NA,NA,NA,NA,1967,"weiblich","Haupt-/Volksschulabschluss",3.263,18.326,20.158,5,9,9,6,6,9,NA,NA,6,NA,NA,9,3,4,6,8,7,2,5,1,10,13.766,59.004,60.069,17,10,0,6,10,5.935,19.558,20.18,5,10,0,10,10,5.915,15.723,16.922,5,0,10,10,10,33.631,57.64,58.726,8,10,7,10,10,9.49,25.061,26.184,6,0,0,14.812,0,8,14.694,20.024,21.3,3,4,9.034,11.796,12.999,2,5,18.966,20.809,22.076,2,0,10.448,59.609,61.175,6,6,10.335,23.288,24.365,4,10,7,7.476,30.762,31.905,6,"CDU","CSU","Bündnis 90/Die Grünen","Bündnis 90/Die Grünen","SPD","SPD",1,6,2,4,3,5,8.342,29.388,30.002,6,"Bundesminister für Entwicklung","","Bundespräsident","Parteivorsitzender der SPD","Parteivorsitzender der Linken",7.311,27.984,30.003,8,"Ja","einer evangelischen Kirche","800 bis 1100 Euro",67071,0.158,20.958,25.87,7,"Sehr wichtig","Eher unwichtig","Wichtig","Wichtig","Sehr wichtig","Sehr wichtig","Mehrmals täglich",7.688,18.704,20.222,8,"Ja","Mehrmals täglich",2.627,5.275,6.451,2,"Ja","AfD","",NA,NA,NA,NA,10,0,6,10,7.554,19.176,20.487,5,10,0,10,10,4.382,13.488,15.325,5,0,10,10,0,5.476,19.12,20.391,5,7,7,8,10,7.325,28.787,30.464,14,"Ich habe die Erklärung gelesen.",36.888,94.511,95.504,5,"Qual951-1209Germany1","FCD49B54-549D-E711-813E-121EAC84731D",1238464,762,1,NA,NA,"",NA,3,2,4,1,3,2,1,4,NA,3,1,2,NA,NA,2,3,NA,NA,1,NA,NA,NA,NA,1,2,3,1,NA,3,2,NA,NA
"2017-09-19 18:04:59","2017-09-19 18:18:32","IP Address",100,812,"True","2017-09-19 18:18:32",NA,NA,NA,NA,49.447799682617,11.068298339844,"anonymous","DE","Ich bin einverstanden.",NA,NA,NA,NA,1980,"weiblich","allgemeine oder fachgebundene Hochschulreife (Abitur)",4.368,25.35,27.413,9,5,5,6,5,5,5,5,5,5,5,10,9,5,7,8,2,6,1,4,3,14.035,50.187,51.872,20,10,0,0,0,11.176,71.045,71.914,12,5,5,5,5,25.182,57.989,58.82,12,0,10,10,10,8.03,26.149,27.131,11,NA,NA,NA,NA,4.533,23.663,24.442,11,17.48,17.48,18.795,1,0,4.447,26.733,28.53,7,1,4.754,31.042,32.367,8,5,21.829,31.797,32.697,5,10,9.167,85.665,86.584,11,5,6.537,21.106,22.077,8,5,5,2.679,22.627,26.048,4,"Die Linke","Die Linke","Die Linke","Die Linke","Die Linke","Die Linke",5,4,3,2,1,6,5.779,27.173,27.927,14,"Präsident des Deutschen Bundestages","Parteivorsitzender der Linken","Bundesminister für Entwicklung","Parteivorsitzender der SPD","",5.752,29.234,30.006,13,"keine Angabe","keiner","1100 bis 1500 Euro",90409,4.113,24.687,28.977,13,"Wichtig","Wichtig","Wichtig","Wichtig","Wichtig","Wichtig","Einmal am Tag",4.167,64.866,65.749,24,"Ja","Mehrmals täglich",4.635,6.153,6.189,3,"Ich weiß es noch nicht","Ich weiß es noch nicht","",NA,NA,NA,NA,5,5,5,5,1.676,4.584,5.855,8,5,5,5,5,10.121,14.496,15.292,7,0,10,10,10,1.209,28.045,28.973,10,5,5,5,5,0.764,4.361,5.718,7,"Ich habe die Erklärung gelesen.",3.647,29.052,33.783,17,"Qual951-1209Germany1","2C339B5A-549D-E711-813E-121EAC84731D",1238464,812,1,NA,NA,"",NA,2,1,3,4,2,1,4,3,NA,3,NA,2,1,NA,2,3,1,NA,NA,NA,1,NA,NA,NA,2,3,NA,NA,3,2,1,NA
"2017-09-19 18:04:40","2017-09-19 18:18:41","IP Address",100,840,"True","2017-09-19 18:18:42",NA,NA,NA,NA,53.483901977539,7.5151062011719,"anonymous","DE","Ich bin einverstanden.",NA,NA,NA,NA,1999,"weiblich","allgemeine oder fachgebundene Hochschulreife (Abitur)",1.936,11.034,12.498,5,8,9,5,9,6,NA,NA,NA,NA,NA,6,8,2,10,5,1,4,9,7,3,6.134,32.891,33.757,14,8,4,4,6,2.649,21.324,23.213,6,7,3,6,6,4.05,14.524,15.539,4,10,6,5,2,2.493,24.358,24.989,7,3,4,7,5,7.712,24.128,25.246,4,7.231,7.231,12.956,1,4,9.867,14.481,16.003,4,6,6.859,9.324,10.442,2,9,1.889,11.405,12.15,6,7,2.68,47.709,48.474,4,6,2.361,42.34,43.338,6,2,6,8.622,16.722,17.859,7,"CDU","Die Linke","FDP","Bündnis 90/Die Grünen","AfD","SPD",6,3,5,4,1,2,1.656,27.702,28.903,8,"","Präsident des Deutschen Bundestages","Bundespräsident","Parteivorsitzender der SPD","Bundesminister für Entwicklung",1.513,29.737,30.004,14,"Ja","einer evangelischen Kirche","unter 500 Euro",26629,2.02,15.104,18.926,7,"Wichtig","Sehr wichtig","Eher unwichtig","Wichtig","Eher unwichtig","Sehr wichtig","Mehrmals die Woche, aber nicht täglich",4.823,19.286,20.274,8,"Ja","Mehrmals täglich",2.375,3.169,3.867,2,"Ja","Bündnis 90/Die Grünen","",NA,NA,NA,NA,8,3,4,5,2.308,12.923,13.48,8,7,3,6,6,2.04,14.575,15.656,8,8,6,2,0,2.071,24.686,25.591,11,NA,4,5,6,4.574,12.557,13.788,4,"Ich habe die Erklärung gelesen.",44.245,45.508,46.939,2,"Qual951-1209Germany1","A44AB636-549D-E711-813E-121EAC84731D",1238464,840,1,NA,NA,"",NA,3,2,4,1,3,2,1,4,NA,3,NA,2,NA,1,2,3,NA,NA,NA,1,NA,NA,1,NA,2,3,NA,NA,3,2,1,NA
